City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,santarem,-2.4431,-54.7083,29.07,70,0,2.57,BR,1698378118
364,ambalangoda,6.2355,80.0538,27.82,75,11,3.11,LK,1698378118
365,vadso,70.0744,29.7487,0.09,80,75,3.6,NO,1698377999
366,totness,5.8833,-56.3167,26.71,82,79,5.75,SR,1698378118
367,alofi,-19.0595,-169.9187,24.94,65,75,10.29,NU,1698378118
368,thaton,16.9206,97.3714,26.43,87,100,0.93,MM,1698378118
369,maraba,-5.3686,-49.1178,27.1,74,0,1.03,BR,1698378119
370,praya,14.9215,-23.5087,27.3,78,75,7.2,CV,1698378119
371,villa bruzual,9.3328,-69.1208,23.29,88,68,1.57,VE,1698378119
372,caianu mic,47.2333,24.15,10.85,96,100,1.25,RO,1698378119
373,tukrah,32.5341,20.5791,21.78,81,10,2.59,LY,1698378119
374,suoyarvi,62.0833,32.35,-5.29,87,42,2.49,RU,1698378119
375,sogndal,61.2283,7.1003,-1.79,93,22,1.03,NO,1698378040
376,ta`u,-14.2336,-169.5144,26.29,81,78,9.21,AS,1698378119
377,tagta,41.6504,59.9164,8.97,71,0,6.17,TM,1698378120
378,sergeyevka,53.88,67.4158,-2.95,72,8,5.5,KZ,1698378120
379,salinas,36.6777,-121.6555,14.12,78,0,2.57,US,1698378120
380,yongning,24.68,118.69,21.91,87,100,9.33,CN,1698378120
381,kasempa,-13.4584,25.8338,21.01,56,22,3.38,ZM,1698378120
382,siwa oasis,29.2041,25.5195,21.98,42,0,1.6,EG,1698378120
383,ketchikan,55.3422,-131.6461,5.99,60,0,1.54,US,1698378120
384,anloga,5.7947,0.8973,26.37,83,54,3.21,GH,1698378120
385,ventspils,57.3894,21.5606,1.96,87,100,3.09,LV,1698378121
386,dul'durga,50.6761,113.5931,8.27,35,57,2.42,RU,1698378121
387,egersund,58.4513,5.9997,4.49,67,63,4.89,NO,1698378061
388,shortandy,51.7006,70.9994,-1.89,57,4,5.55,KZ,1698378121
389,hami,42.8,93.45,17.08,23,89,1.23,CN,1698378121
390,akureyri,65.6835,-18.0878,-4.04,93,0,1.03,IS,1698378121
391,seminole,28.7086,-81.2081,25.21,80,100,3.09,US,1698378121
392,palu,-0.8917,119.8707,34.27,39,36,1.42,ID,1698378122
393,queenstown,-31.8976,26.8753,17.57,39,8,1.06,ZA,1698378122
394,komsomol'skiy,43.9783,46.6985,16.4,85,100,1.81,RU,1698378122
395,rawai,7.7797,98.3253,30.55,74,99,2.4,TH,1698378122
396,fabens,31.5023,-106.1586,21.43,40,0,0.94,US,1698378122
397,kapuskasing,49.4169,-82.4331,1.05,100,100,5.66,CA,1698378012
398,bandarbeyla,9.4942,50.8122,26.96,73,76,5.43,SO,1698378122
399,montecchio maggiore-alte ceccato,45.5037,11.412,18.32,97,100,1.93,IT,1698378123
400,san luis acatlan,16.8167,-98.7333,24.08,94,100,0.83,MX,1698378123
401,tarfaya,27.9358,-12.9218,21.41,82,47,5.4,MA,1698378123
402,namtsy,62.7161,129.6658,-6.73,83,79,2.8,RU,1698378123
403,tromso,69.6496,18.957,1.01,86,75,1.03,NO,1698378015
404,kununurra,-15.7667,128.7333,35.99,11,81,4.63,AU,1698378123
405,martapura,-3.4167,114.85,34.05,49,20,1.54,ID,1698378124
406,miajadas,39.1513,-5.9084,12.32,92,100,3.18,ES,1698378124
407,sil-li,39.4947,125.4736,15.36,32,0,2.75,KP,1698378124
408,lokot',52.565,34.5776,2.07,100,100,4.08,RU,1698378124
409,klaeng,12.7797,101.6483,33.86,75,80,2.11,TH,1698378124
410,nasipit,8.9692,125.2947,29.42,64,61,2.88,PH,1698378124
411,huarmey,-10.0681,-78.1522,19.39,84,85,3.64,PE,1698378125
412,port augusta,-32.5,137.7667,26.7,13,7,3.47,AU,1698378125
413,el calafate,-50.3408,-72.2768,5.09,64,100,0.92,AR,1698378125
414,quila,24.4228,-107.22,23.92,80,0,1.69,MX,1698378125
415,pamekasan,-7.1568,113.4746,32.75,46,6,3.9,ID,1698378125
416,isabela,6.7085,121.9711,29.03,64,75,2.94,PH,1698378125
417,cururupu,-1.8283,-44.8683,23.57,83,9,1.87,BR,1698378126
418,umm ruwaba,12.9061,31.2158,28.07,55,90,2.78,SD,1698378126
419,gobabis,-22.45,18.9667,18.59,20,7,4.71,NA,1698378126
420,wamba,8.9333,8.6,21.73,87,77,1.33,NG,1698378126
421,zaragoza,41.6561,-0.8773,13.25,70,20,2.06,ES,1698377942
422,bouca,6.5105,18.2733,20.45,96,100,1.65,CF,1698378126
423,caleta de carquin,-11.0925,-77.6267,18.87,85,95,4.34,PE,1698378127
424,sur,22.5667,59.5289,28.53,53,92,1.62,OM,1698378127
425,macomb,40.4592,-90.6718,18.24,96,2,2.68,US,1698377984
426,ghadamis,30.1337,9.5007,21.55,31,0,2.75,LY,1698378127
427,east london,-33.0153,27.9116,16.52,88,75,7.2,ZA,1698378127
428,rundu,-17.9333,19.7667,23.0,40,87,2.43,NA,1698378128
429,izhevsk,56.85,53.2333,-11.62,98,90,1.11,RU,1698377879
430,nepalgunj,28.05,81.6167,25.33,49,0,0.68,NP,1698378128
431,walvis bay,-22.9575,14.5053,15.53,88,99,3.09,NA,1698378128
432,menaka,15.9182,2.4022,27.26,11,99,2.53,ML,1698378128
433,nemuro,43.3236,145.575,11.8,77,99,1.88,JP,1698378081
434,puchezh,56.9788,43.1676,-1.02,78,100,7.76,RU,1698378129
435,la gi,10.6667,107.7833,29.47,70,37,1.3,VN,1698378129
436,las palmas,28.4204,-14.0131,21.44,78,100,4.12,ES,1698378129
437,ca mau,9.1769,105.15,32.17,60,31,1.4,VN,1698378052
438,ekibastuz,51.6667,75.3667,-0.67,53,1,7.92,KZ,1698378129
439,fort mcmurray,56.7268,-111.381,-3.23,86,75,4.12,CA,1698378129
440,antofagasta,-23.65,-70.4,16.6,80,24,1.2,CL,1698377764
441,florencia,43.7667,11.25,20.93,82,40,2.57,IT,1698378130
442,heroica caborca,30.7167,-112.15,22.02,47,11,1.46,MX,1698378130
443,nchelenge,-9.3451,28.734,24.35,63,100,1.63,ZM,1698378130
444,zarnovica,48.4812,18.7157,11.73,95,100,1.68,SK,1698378130
445,uturoa,-16.7333,-151.4333,24.03,90,100,4.41,PF,1698378130
446,igra,57.5558,53.0547,-9.96,96,65,1.54,RU,1698378130
447,obihiro,42.9172,143.2044,10.67,71,98,2.39,JP,1698378130
448,oum hadjer,13.2954,19.6966,27.08,19,91,3.34,TD,1698378131
449,la rinconada,37.4873,-5.9826,17.25,88,0,2.57,ES,1698378131
450,tame,6.461,-71.73,23.18,88,84,1.4,CO,1698378131
451,salavat,53.3837,55.9077,-3.17,74,64,1.48,RU,1698378131
452,timimoun,29.2639,0.231,19.21,30,0,1.54,DZ,1698378131
453,tabou,4.423,-7.3528,25.02,91,52,3.04,CI,1698378131
454,port isabel,26.0734,-97.2086,28.02,86,75,3.09,US,1698377881
455,mizdah,31.4451,12.9801,17.69,41,1,3.0,LY,1698378131
456,hadibu,12.65,54.0333,26.76,81,84,4.22,YE,1698378132
457,port douglas,-16.4833,145.4667,26.69,63,4,3.06,AU,1698378132
458,markovo,57.3206,107.0881,7.78,63,100,2.03,RU,1698378132
459,ponca city,36.707,-97.0856,22.98,80,0,8.75,US,1698377839
460,tobruk,32.0836,23.9764,22.32,76,0,3.14,LY,1698378132
461,zlatograd,41.3833,25.1,13.35,88,85,1.82,BG,1698378132
462,atasu,48.6814,71.6433,-1.04,45,31,1.43,KZ,1698378132
463,aomori,40.8244,140.74,17.75,68,75,3.09,JP,1698377954
464,bumba,2.1833,22.4667,19.92,98,98,1.23,CD,1698378133
465,gazi,35.3253,25.0669,20.89,76,20,3.6,GR,1698378133
466,chiang kham,19.5233,100.3,31.79,72,61,0.73,TH,1698378133
467,al fulah,11.7329,28.3579,25.61,69,100,1.99,SD,1698378133
468,skeldon,5.8833,-57.1333,26.46,82,97,3.71,GY,1698378133
469,riverton,40.5219,-111.9391,4.55,60,0,2.68,US,1698378133
470,mananara,-16.1667,49.7667,25.12,82,99,0.4,MG,1698378133
471,piti village,13.4626,144.6933,28.5,89,100,2.57,GU,1698378134
472,fort st. john,56.2499,-120.8529,-5.06,74,40,2.06,CA,1698378134
473,ust'-ilimsk,58.0006,102.6619,9.48,61,100,4.64,RU,1698378134
474,petatlan,17.5167,-101.2667,27.89,94,86,1.4,MX,1698378134
475,alice springs,-23.7,133.8833,23.75,9,0,5.66,AU,1698378134
476,muriti,-1.9833,32.9167,24.05,61,85,4.95,TZ,1698378134
477,fada,9.5667,8.3,18.99,91,26,1.04,NG,1698378134
478,zhangjiakou,40.81,114.8794,16.05,21,0,1.92,CN,1698378134
479,maba,24.6841,113.5984,26.62,64,98,1.37,CN,1698378135
480,shenjiamen,29.9576,122.298,22.19,66,95,3.24,CN,1698378135
481,tillaberi,14.2117,1.4531,27.32,12,100,1.76,NE,1698378135
482,sandnessjoen,66.0217,12.6316,1.06,86,40,2.06,NO,1698378051
483,fort william,56.8165,-5.1121,11.28,82,100,4.53,GB,1698378135
484,islamey,43.6756,43.455,17.69,54,100,1.57,RU,1698378135
485,katsuura,35.1333,140.3,21.77,54,4,5.93,JP,1698378135
486,kavieng,-2.5744,150.7967,28.26,72,100,0.71,PG,1698378136
487,mossel bay,-34.1831,22.146,14.96,69,93,2.64,ZA,1698378136
488,cambria,35.5641,-121.0808,16.41,90,11,1.34,US,1698378136
489,rio preto da eva,-2.6994,-59.6997,26.62,64,23,0.6,BR,1698378136
490,birao,10.2849,22.7882,21.96,88,100,1.29,CF,1698378136
491,abepura,-2.6333,140.5833,32.45,52,20,3.09,ID,1698378136
492,guatire,10.4762,-66.5427,26.5,96,99,0.46,VE,1698378136
493,port hedland,-20.3167,118.5667,36.03,24,38,7.2,AU,1698378137
494,esquel,-42.9,-71.3167,6.4,86,97,3.64,AR,1698378137
495,ayr,55.4627,-4.6339,9.96,87,20,6.17,GB,1698378137
496,trondheim,63.4305,10.3951,-0.01,82,5,2.62,NO,1698378137
497,ujae,8.9322,165.7642,28.45,76,98,4.18,MH,1698378137
498,galich,58.3797,42.3475,-3.38,76,100,3.85,RU,1698378137
499,uray,60.1247,64.7758,-6.18,65,99,4.47,RU,1698378137
500,brookings,44.3114,-96.7984,5.25,97,100,2.57,US,1698378137
501,chos malal,-37.3781,-70.2709,13.11,41,0,3.6,AR,1698378138
502,masterton,-40.9597,175.6575,6.1,97,51,3.46,NZ,1698378138
503,ghanzi,-21.5667,21.7833,22.03,41,3,2.66,BW,1698378138
504,pacific grove,36.6177,-121.9166,13.9,78,0,2.06,US,1698378138
505,deqen,29.9618,90.7188,6.7,32,0,1.78,CN,1698378138
506,kincardine,56.0667,-3.7167,10.71,93,100,4.64,GB,1698378138
507,casper,42.8666,-106.3131,-11.27,86,75,2.57,US,1698378138
508,mafinga,-7.25,35.0667,22.84,61,25,1.53,TZ,1698378139
509,dzhangala,49.2167,50.3333,0.63,97,100,8.59,KZ,1698378139
510,miri,4.4148,114.0089,31.08,62,20,1.03,MY,1698378139
511,atherton,53.5237,-2.4935,10.16,96,97,1.93,GB,1698378139
512,kudymkar,59.0173,54.656,-6.29,90,24,2.96,RU,1698378139
513,pangoa,-12.1167,-73.0,20.68,99,100,1.26,PE,1698378139
514,voss,60.623,6.4229,-0.26,83,20,1.58,NO,1698378139
515,al mijlad,11.0333,27.7333,25.41,68,100,3.03,SD,1698378140
516,dunedin,-45.8742,170.5036,4.89,85,77,3.13,NZ,1698378140
517,nogliki,51.8333,143.1667,5.75,71,65,2.24,RU,1698378140
518,bosaso,11.2842,49.1816,28.3,70,88,2.03,SO,1698378140
519,campos novos,-27.4017,-51.225,14.43,91,22,3.45,BR,1698378116
520,gubakha,58.8386,57.5532,-3.8,92,96,3.4,RU,1698378140
521,labytnangi,66.6572,66.4183,-9.22,85,100,2.18,RU,1698378140
522,broken hill,-31.95,141.4333,21.08,17,5,4.08,AU,1698378140
523,fort irwin,35.2627,-116.6848,16.9,36,0,3.6,US,1698378141
524,alvesta,56.8993,14.5556,4.15,95,100,4.12,SE,1698378141
525,rantepao,-2.9701,119.8978,30.89,25,2,2.74,ID,1698378141
526,greymouth,-42.4667,171.2,9.79,53,52,9.18,NZ,1698378141
527,sangkhla buri,15.1555,98.4536,30.85,61,98,1.13,TH,1698378141
528,maragogi,-9.0122,-35.2225,27.07,66,48,4.88,BR,1698378141
529,princeville,45.7668,-61.2985,11.84,94,100,2.06,CA,1698378141
530,ar rutbah,33.0381,40.2848,19.44,53,36,5.56,IQ,1698378141
531,bardai,11.65,7.2333,21.03,34,91,3.37,NG,1698378141
532,uglegorsk,49.0833,142.0333,7.0,80,5,5.32,RU,1698378142
533,barah,13.7,30.3667,28.04,39,100,4.3,SD,1698378037
534,rawson,-43.3002,-65.1023,13.24,50,77,8.35,AR,1698378142
535,campbell river,50.0163,-125.2446,4.14,100,0,1.54,CA,1698378142
536,karlovo,42.6333,24.8,9.67,69,97,0.54,BG,1698378142
537,laguna,38.421,-121.4238,13.94,59,0,0.0,US,1698378142
538,dicle,38.3751,40.0722,15.11,62,100,1.37,TR,1698378142
539,karratha,-20.7377,116.8463,37.8,16,66,7.15,AU,1698378143
540,kupang,-10.1667,123.5833,32.32,62,40,6.17,ID,1698378143
541,fortuna,40.5982,-124.1573,8.32,91,0,0.0,US,1698378143
542,igarka,67.4667,86.5833,-9.49,81,55,8.41,RU,1698378059
543,port moresby,-9.4431,147.1797,30.68,66,75,5.14,PG,1698378124
544,dajal,29.5577,70.3762,28.6,22,88,3.09,PK,1698378143
545,shilin,24.8188,103.3324,18.11,78,98,2.69,CN,1698378143
546,rapar,23.5667,70.6333,29.02,49,25,2.05,IN,1698378143
547,mount holly,35.2982,-81.0159,18.29,90,0,2.06,US,1698378143
548,nabire,-3.3667,135.4833,30.12,65,96,2.92,ID,1698378144
549,little rock,34.7465,-92.2896,22.88,93,100,6.17,US,1698378144
550,north bend,43.4065,-124.2243,9.95,87,100,3.09,US,1698378144
551,jinchang,38.4953,102.1739,15.65,23,0,1.81,CN,1698378144
552,bahia de kino,28.8333,-111.9333,25.11,46,0,2.26,MX,1698378144
553,dublin,37.7021,-121.9358,13.83,63,0,1.54,US,1698377783
554,ravar,31.2656,56.8055,21.06,32,94,0.61,IR,1698378144
555,mugia,43.1041,-9.2179,15.51,86,78,12.71,ES,1698378058
556,yorkton,51.2167,-102.4677,-8.09,79,100,3.09,CA,1698377997
557,lubango,-14.9172,13.4925,16.92,88,79,1.03,AO,1698378145
558,manhattan,40.7834,-73.9662,21.0,62,0,4.92,US,1698378145
559,antonio enes,-16.2325,39.9086,26.74,71,98,1.04,MZ,1698378145
560,save,8.0425,2.486,23.18,95,27,1.57,BJ,1698378145
561,lae,-6.7221,146.9847,33.37,66,65,3.1,PG,1698378145
562,nieuw amsterdam,5.8833,-55.0833,27.23,84,85,4.76,SR,1698378145
563,guerrero negro,27.9769,-114.0611,18.21,78,1,5.98,MX,1698378145
564,nelson bay,-32.7167,152.15,19.49,60,81,5.36,AU,1698378146
565,shache,38.4167,77.2406,16.78,23,2,0.94,CN,1698378146
566,port saint john's,-31.6229,29.5448,20.12,90,11,7.44,ZA,1698378146
567,rehoboth,-23.3167,17.0833,19.83,35,68,2.04,NA,1698378146
568,pacasmayo,-7.4006,-79.5714,19.05,85,86,3.53,PE,1698378146
569,orlovskiy,46.8714,42.0592,14.28,94,100,5.21,RU,1698378146
570,viedma,-40.8135,-62.9967,11.07,57,79,4.05,AR,1698378035
571,rovaniemi,66.5,25.7167,-3.33,93,100,3.09,FI,1698378146
572,meizhou,24.2977,116.1072,25.17,81,97,0.84,CN,1698378147
573,oriximina,-1.7656,-55.8661,26.89,52,38,1.43,BR,1698378147
574,yunyang,33.4474,112.7142,21.58,36,100,2.07,CN,1698378147
575,yokadouma,3.5167,15.05,19.41,99,85,0.41,CM,1698378147
576,san patricio,28.017,-97.5169,27.97,85,96,5.71,US,1698378147
